,Artist,Track,Album,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Url_youtube,Licensed,Path
17491,NEFFEX,Best of Me,Best of Me,0.657,0.842,0.0,-5.26,0.068,0.0051,2.77e-06,0.223,0.594,74.995,227200.0,https://www.youtube.com/watch?v=0Wa_CR0H8g4,True,data/500_mp3/mp3/17491.mp3
7100,Kelis,Acapella,Flesh Tone,0.688,0.843,11.0,-4.732,0.0475,0.0664,0.00154,0.109,0.787,128.009,248120.0,https://www.youtube.com/watch?v=U8D9xCBcfzw,True,data/500_mp3/mp3/7100.mp3
7932,I Virtuosi Italiani,Burning,In A Time Lapse,0.232,0.164,6.0,-16.952,0.0417,0.984,0.95,0.075,0.0378,131.065,308760.0,https://www.youtube.com/watch?v=RIf2OXtDhhQ,False,data/500_mp3/mp3/7932.mp3
4383,Howard Shore,The Battle of the Pelennor Fields,The Lord of the Rings - The Return of the King - The Complete Recordings (Limited Edition),0.175,0.399,4.0,-14.865,0.0501,0.473,0.959,0.0799,0.069,120.942,250040.0,https://www.youtube.com/watch?v=8t9eL-5wMFc,True,data/500_mp3/mp3/4383.mp3
4461,The Chicks,Ready to Run,Fly,0.644,0.644,7.0,-7.542,0.0305,0.245,0.00083,0.27,0.293,98.746,231293.0,https://www.youtube.com/watch?v=L2ksenLQ_RE,True,data/500_mp3/mp3/4461.mp3
10546,Sachin-Jigar,"Nadiyon Paar (Let the Music Play Again) (From ""Roohi"")","Nadiyon Paar (Let the Music Play Again) [From ""Roohi""]",0.875,0.846,7.0,-5.276,0.0716,0.137,1.15e-05,0.123,0.697,114.981,164046.0,https://www.youtube.com/watch?v=DKj5m9cSMZs,True,data/500_mp3/mp3/10546.mp3
14775,James Arthur,Rewrite The Stars (with James Arthur & Anne-Marie),Rewrite The Stars (with James Arthur & Anne-Marie),0.67,0.743,10.0,-4.993,0.0393,0.237,0.0,0.465,0.571,125.944,218293.0,https://www.youtube.com/watch?v=pRfmrE0ToTo,True,data/500_mp3/mp3/14775.mp3
14980,Galantis,Run (with Galantis),Only Honest On The Weekend (Deluxe),0.596,0.88,5.0,-2.697,0.0396,0.0391,0.0,0.0757,0.562,124.048,190093.0,https://www.youtube.com/watch?v=Wx3gRx0Fyzk,True,data/500_mp3/mp3/14980.mp3
16024,Sfera Ebbasta,X CASO (feat. Sfera Ebbasta),IL CORAGGIO DEI BAMBINI,0.781,0.464,10.0,-6.88,0.0443,0.334,0.0,0.138,0.322,100.021,215422.0,https://www.youtube.com/watch?v=UXinTUVyTMo,True,data/500_mp3/mp3/16024.mp3
14728,Cigarettes After Sex,You're All I Want,You're All I Want,0.438,0.47,5.0,-10.94,0.0243,0.357,0.821,0.113,0.282,92.653,264453.0,https://www.youtube.com/watch?v=THJRCYU3gs0,False,data/500_mp3/mp3/14728.mp3
16546,Vishal Mishra,Pehla Pyaar,Kabir Singh,0.607,0.713,4.0,-5.105,0.03,0.56,4.98e-05,0.101,0.611,124.868,272533.0,https://www.youtube.com/watch?v=AJY70JDIZIk,False,data/500_mp3/mp3/16546.mp3
15857,Fifth Harmony,Down (feat. Gucci Mane),Fifth Harmony,0.53,0.512,8.0,-7.094,0.133,0.0162,7.04e-05,0.128,0.401,196.121,165200.0,https://www.youtube.com/watch?v=XNWlrawfRAI,True,data/500_mp3/mp3/15857.mp3
9725,Reik,Los Tragos,Los Tragos,0.557,0.7,7.0,-5.024,0.0638,0.115,1.11e-06,0.161,0.681,93.9,171001.0,https://www.youtube.com/watch?v=-15biKXlKiA,True,data/500_mp3/mp3/9725.mp3
18299,Kevin Kaarl,Vámonos a Marte,Hasta el Fin Del Mundo,0.675,0.16,0.0,-11.667,0.0586,0.985,0.00688,0.164,0.247,69.754,179094.0,https://www.youtube.com/watch?v=auDOo0nfgJ8,False,data/500_mp3/mp3/18299.mp3
4080,Abhijeet,Husn Hai Suhana,Coolie No.1 (Original Motion Picture Soundtrack),0.741,0.884,1.0,-11.863,0.0554,0.161,0.000303,0.211,0.772,126.989,358267.0,https://www.youtube.com/watch?v=jE1CavSI5TQ,True,data/500_mp3/mp3/4080.mp3
18510,Los Dos Carnales,Se Me Soltó El Hocico,Se Me Soltó El Hocico,0.754,0.556,0.0,-7.562,0.0498,0.2,0.0,0.153,0.41,106.588,175319.0,https://www.youtube.com/watch?v=bYulNhOnDXE,True,data/500_mp3/mp3/18510.mp3
2713,Jenni Rivera,No Llega el Olvido,La Gran Señora,0.573,0.276,10.0,-8.073,0.0397,0.651,0.0,0.0909,0.442,81.898,194947.0,https://www.youtube.com/watch?v=YFkJR0eRPbQ,False,data/500_mp3/mp3/2713.mp3
736,Alicia Keys,No One,As I Am (Expanded Edition),0.644,0.549,1.0,-5.415,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,253813.0,https://www.youtube.com/watch?v=rywUS-ohqeE,True,data/500_mp3/mp3/736.mp3
12190,Pedro Capó,Tutu,Por Primera Vez,0.727,0.838,9.0,-2.435,0.0472,0.297,0.0,0.0603,0.933,145.995,179339.0,https://www.youtube.com/watch?v=5AkDqm-cEgg,True,data/500_mp3/mp3/12190.mp3
8215,Fito y Fitipaldis,Me acordé de ti,Antes de que cuente diez,0.545,0.876,11.0,-5.837,0.049,0.00672,0.00667,0.101,0.61,166.085,245213.0,https://www.youtube.com/watch?v=GQQPRv08H4w,True,data/500_mp3/mp3/8215.mp3
5000,Inspectah Deck,Elevation,Uncontrolled Substance (Explicit),0.581,0.746,7.0,-9.272,0.559,0.105,0.0,0.202,0.386,87.047,195333.0,https://www.youtube.com/watch?v=oenEOLZGDuU,False,data/500_mp3/mp3/5000.mp3
12277,Soundgarden,Hunted Down,Telephantasm (Deluxe Edition),0.344,0.959,1.0,-6.094,0.168,0.00526,0.733,0.301,0.395,165.704,160373.0,https://www.youtube.com/watch?v=4WmKBvDHXaE,True,data/500_mp3/mp3/12277.mp3
2795,Yusuf / Cat Stevens,"If You Want To Sing Out, Sing Out",Tea For The Tillerman (Super Deluxe),0.687,0.284,0.0,-13.452,0.0355,0.791,0.0145,0.158,0.851,132.242,165133.0,https://www.youtube.com/watch?v=NDq36YD1ESM,False,data/500_mp3/mp3/2795.mp3
4530,George Frideric Handel,"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande",Handel Sarabande,0.0939,0.0336,2.0,-24.041,0.0606,0.927,0.83,0.0954,0.0516,67.359,207267.0,https://www.youtube.com/watch?v=bWzUdGNa46I,False,data/500_mp3/mp3/4530.mp3
18453,ATEEZ,Guerrilla,THE WORLD EP.1 : MOVEMENT,0.555,0.89,9.0,-5.349,0.132,0.00399,0.0,0.0506,0.581,181.963,207922.0,https://www.youtube.com/watch?v=2HcVZm_4qAI,False,data/500_mp3/mp3/18453.mp3
18068,$NOT,Demon (featuring $NOT),Fast & Furious: Drift Tape (Phonk Vol 1),0.438,0.95,10.0,-2.777,0.0556,0.00787,0.262,0.362,0.694,180.064,99804.0,https://www.youtube.com/watch?v=GItmwX4kzIc,True,data/500_mp3/mp3/18068.mp3
9076,Audioslave,Doesn't Remind Me,Out of Exile,0.457,0.768,9.0,-3.592,0.0378,0.169,0.0,0.103,0.232,99.739,255000.0,https://www.youtube.com/watch?v=lBFdX37Qpnk,True,data/500_mp3/mp3/9076.mp3
2748,Chinmayi,Aaruyire,Guru (Original Motion Picture Soundtrack),0.746,0.803,9.0,-3.813,0.0366,0.275,1.7e-05,0.0741,0.831,144.024,308787.0,https://www.youtube.com/watch?v=_f8dMFzYRCE,True,data/500_mp3/mp3/2748.mp3
4167,Will Smith,Gettin' Jiggy Wit It,Big Willie Style,0.881,0.874,6.0,-4.505,0.139,0.0175,1.14e-06,0.154,0.858,107.891,227933.0,https://www.youtube.com/watch?v=3JcmQONgXJM,True,data/500_mp3/mp3/4167.mp3
8746,Yandel,XQ Te Pones Así,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,0.812,0.697,10.0,-3.441,0.0694,0.134,0.0,0.147,0.477,92.03,218693.0,https://www.youtube.com/watch?v=Wmle-VUjtkY,True,data/500_mp3/mp3/8746.mp3
10516,RBD,Sálvame,Rebelde,0.473,0.657,6.0,-6.278,0.024,0.0454,2.41e-06,0.068,0.294,74.996,224973.0,https://www.youtube.com/watch?v=RoayB0pLRC0,True,data/500_mp3/mp3/10516.mp3
8103,Eraserheads,Ang Huling El Bimbo,Cutterpillow,0.524,0.503,6.0,-11.79,0.0245,0.184,0.0,0.264,0.436,89.497,447333.0,https://www.youtube.com/watch?v=lajnSJZpI34,True,data/500_mp3/mp3/8103.mp3
1362,Anahí,Un Poco De Tu Amor,Rebelde,0.785,0.773,8.0,-7.61,0.0334,0.0296,8.12e-06,0.0667,0.892,119.996,206120.0,https://www.youtube.com/watch?v=TevJ-sx-cKk,False,data/500_mp3/mp3/1362.mp3
8670,Nick Cave & The Bad Seeds,O Children,Abattoir Blues / The Lyre of Orpheus,0.484,0.554,4.0,-7.064,0.0324,0.513,0.00207,0.0533,0.235,121.619,411387.0,https://www.youtube.com/watch?v=GwlU_wsT20Q,True,data/500_mp3/mp3/8670.mp3
13003,Swedish House Mafia,Greyhound,Until Now,0.723,0.806,0.0,-4.989,0.0521,0.00666,0.876,0.276,0.539,124.976,410097.0,https://www.youtube.com/watch?v=PDboaDrHGbA,True,data/500_mp3/mp3/13003.mp3
1662,Gabry Ponte,Mad World,Mad World,0.54,0.892,11.0,-4.985,0.11,0.233,9.35e-05,0.195,0.152,106.594,153304.0,https://www.youtube.com/watch?v=xsgmjdC9jYQ,False,data/500_mp3/mp3/1662.mp3
12963,Burna Boy,Gbona,African Giant,0.798,0.813,4.0,-5.869,0.162,0.564,0.000142,0.108,0.942,93.912,187609.0,https://www.youtube.com/watch?v=h7WfPHHXCAY,True,data/500_mp3/mp3/12963.mp3
12095,Kacey Musgraves,Merry Go 'Round,Same Trailer Different Park,0.651,0.466,6.0,-9.403,0.0305,0.541,0.0027,0.116,0.326,86.953,206893.0,https://www.youtube.com/watch?v=GZfj2Ir3GgQ,True,data/500_mp3/mp3/12095.mp3
3247,Incubus,Dig,Light Grenades,0.45,0.895,11.0,-4.739,0.0386,0.0293,0.0,0.116,0.463,77.577,257253.0,https://www.youtube.com/watch?v=nMsZ6wkZWhA,True,data/500_mp3/mp3/3247.mp3
2870,E-40,My Shit Bang,Revenue Retrievin': Graveyard Shift,0.719,0.568,6.0,-8.613,0.477,0.00646,0.0,0.381,0.334,99.712,242853.0,https://www.youtube.com/watch?v=ahWLjeNy1XU,True,data/500_mp3/mp3/2870.mp3
3791,Don Diablo,"Survive (feat. Emeli Sandé, Gucci Mane)","Survive (feat. Emeli Sandé, Gucci Mane)",0.585,0.772,10.0,-6.619,0.196,0.714,6.97e-06,0.113,0.364,99.565,189427.0,https://www.youtube.com/watch?v=loB1bMXzvJ4,True,data/500_mp3/mp3/3791.mp3
4325,Bone Thugs-N-Harmony,Foe Tha Love of $,Creepin on Ah Come Up,0.772,0.695,7.0,-8.013,0.0735,0.00295,0.0,0.427,0.643,137.868,272440.0,https://www.youtube.com/watch?v=DtsKcHmceqY,False,data/500_mp3/mp3/4325.mp3
7562,DJ Nelson,Para Ti,Platonicos,0.64,0.316,7.0,-8.16,0.0362,0.764,0.0,0.34,0.449,148.055,214658.0,https://www.youtube.com/watch?v=w_cirtQtacQ,False,data/500_mp3/mp3/7562.mp3
14567,Río Roma,Todavía No Te Olvido (feat. Carlos Rivera),Eres la Persona Correcta en el Momento Equivocado (Deluxe Edition),0.506,0.674,3.0,-4.546,0.0281,0.209,0.0,0.105,0.313,139.967,212987.0,https://www.youtube.com/watch?v=Lc5fvUzUpnM,True,data/500_mp3/mp3/14567.mp3
7839,Bobby Helms,Sugar Moon,Bobby Helms Sings To My Special Angel,0.736,0.504,11.0,-7.824,0.0327,0.839,2.67e-06,0.0773,0.737,126.697,132160.0,https://www.youtube.com/watch?v=GKGtPZv9POc,False,data/500_mp3/mp3/7839.mp3
3261,Gigi D'Agostino,Another Way,L'Amour Toujours,0.928,0.806,7.0,-7.621,0.0346,0.103,0.205,0.0799,0.887,130.012,363507.0,https://www.youtube.com/watch?v=0SdqOC8NA7s,False,data/500_mp3/mp3/3261.mp3
15789,Nikhita Gandhi,Love Mashup 2019,Love Mashup 2019,0.607,0.515,7.0,-9.401,0.0299,0.216,0.000265,0.314,0.283,97.947,265830.0,https://www.youtube.com/watch?v=EV7VklIGBQ0,True,data/500_mp3/mp3/15789.mp3
14468,Khruangbin,Mariella,Texas Moon,0.593,0.576,2.0,-10.331,0.032,0.526,0.718,0.0827,0.559,109.935,310554.0,https://www.youtube.com/watch?v=FDkUApLcTYY,True,data/500_mp3/mp3/14468.mp3
12898,Carin Leon,Llorar y Llorar - con Carin Leon,Llorar y Llorar (con Carin Leon),0.62,0.436,10.0,-8.108,0.213,0.554,0.0,0.0891,0.368,172.854,169705.0,https://www.youtube.com/watch?v=MUTS37nhkTA,True,data/500_mp3/mp3/12898.mp3
17881,WIU,Brinca Demais,Manual de Como Amar Errado,0.754,0.633,5.0,-6.087,0.181,0.398,0.0,0.117,0.228,99.597,194400.0,https://www.youtube.com/watch?v=msQ5cGBeyqA,False,data/500_mp3/mp3/17881.mp3
3979,Yo Gotti,Doin 2 Much,2 Federal,0.834,0.62,8.0,-6.01,0.264,0.0821,0.0,0.0981,0.549,130.042,204557.0,https://www.youtube.com/watch?v=J6hQ4dBCkEo,False,data/500_mp3/mp3/3979.mp3
620,U2,Where The Streets Have No Name - Remastered,The Joshua Tree (Super Deluxe),0.49,0.724,2.0,-9.581,0.0366,0.00976,0.0046,0.159,0.292,125.812,337506.0,https://www.youtube.com/watch?v=GzZWSrr5wFI,True,data/500_mp3/mp3/620.mp3
6351,Banda Machos,Me llamo Raquel,La Reunión,0.618,0.744,0.0,-5.426,0.0583,0.166,0.0,0.234,0.958,177.506,167987.0,https://www.youtube.com/watch?v=XUiZL8PMGy8,False,data/500_mp3/mp3/6351.mp3
4165,Patricio Rey y sus Redonditos de Ricota,Vencedores Vencidos,Un Baión para el Ojo Idiota,0.437,0.875,2.0,-5.366,0.0318,0.00363,0.000532,0.29,0.724,145.474,208400.0,https://www.youtube.com/watch?v=dN40iL0Qy5c,False,data/500_mp3/mp3/4165.mp3
9007,The Goo Goo Dolls,Here Is Gone,Gutterflower,0.338,0.685,1.0,-5.178,0.0322,0.00052,0.000512,0.109,0.221,102.192,238173.0,https://www.youtube.com/watch?v=tNtN83-vQmw,True,data/500_mp3/mp3/9007.mp3
15097,Jon Pardi,Dirt On My Boots,California Sunrise,0.683,0.796,11.0,-4.179,0.0285,0.111,0.0,0.197,0.531,90.031,201893.0,https://www.youtube.com/watch?v=lheKC1iC0CM,True,data/500_mp3/mp3/15097.mp3
482,Green Day,Boulevard of Broken Dreams,Greatest Hits: God's Favorite Band,0.496,0.682,8.0,-4.095,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,262333.0,https://www.youtube.com/watch?v=Soa3gO7tL-c,True,data/500_mp3/mp3/482.mp3
13769,Kevin Roldan,Tu Gato Bellaco - Remix,Tu Gato Bellaco (Remix),0.724,0.46,6.0,-6.159,0.506,0.617,0.0253,0.102,0.52,111.957,182857.0,https://www.youtube.com/watch?v=qysMrDooSpg,False,data/500_mp3/mp3/13769.mp3
13725,Purple Disco Machine,Fireworks (feat. Moss Kena & The Knocks),Exotica,0.753,0.792,1.0,-5.292,0.0427,0.0072,3.38e-06,0.174,0.788,118.035,200016.0,https://www.youtube.com/watch?v=8tcYQEk1EVQ,True,data/500_mp3/mp3/13725.mp3
16505,Loud Luxury,Nights Like This,Nights Like This (PBH & Jack Remix),0.699,0.861,3.0,-4.99,0.0542,0.0546,2.98e-05,0.276,0.5,126.023,173340.0,https://www.youtube.com/watch?v=VJhdfwLjaSI,True,data/500_mp3/mp3/16505.mp3
12022,Mother Mother,Wrecking Ball,O My Heart,0.664,0.797,7.0,-4.473,0.0362,0.194,0.0,0.337,0.284,97.004,194320.0,https://www.youtube.com/watch?v=HOuzTpSfK4s,True,data/500_mp3/mp3/12022.mp3
11902,J Balvin,AM Remix,AM Remix,0.743,0.655,6.0,-5.015,0.159,0.114,0.0,0.0764,0.785,172.031,261335.0,https://www.youtube.com/watch?v=RNzQdcPWWX4,True,data/500_mp3/mp3/11902.mp3
10175,Tribo da Periferia,Insônia 2,Insônia 2,0.76,0.351,0.0,-11.63,0.061,0.29,0.0,0.156,0.294,139.951,267429.0,https://www.youtube.com/watch?v=ra6vuF47hB0,True,data/500_mp3/mp3/10175.mp3
12376,Frank Ocean,Ivy,Blonde,0.575,0.386,9.0,-9.584,0.037,0.785,0.000289,0.229,0.466,116.408,249191.0,https://www.youtube.com/watch?v=_Sw8INyyvfg,False,data/500_mp3/mp3/12376.mp3
19006,Rosa Linn,SNAP - Italian,SNAP PACK,0.562,0.746,0.0,-5.451,0.154,0.114,0.0,0.231,0.475,170.045,180642.0,https://www.youtube.com/watch?v=kCCRIYUvsWs,False,data/500_mp3/mp3/19006.mp3
14721,Cigarettes After Sex,Cry,Cry,0.409,0.399,7.0,-10.456,0.0275,0.763,0.654,0.112,0.161,142.823,256800.0,https://www.youtube.com/watch?v=GLcA7kSaAZM,False,data/500_mp3/mp3/14721.mp3
7504,Avenged Sevenfold,Bat Country,City of Evil,0.541,0.968,0.0,-4.129,0.0396,0.000248,8.28e-06,0.423,0.505,125.04,311813.0,https://www.youtube.com/watch?v=IHS3qJdxefY,False,data/500_mp3/mp3/7504.mp3
14797,Tom Odell,True Colours,True Colours,0.518,0.126,10.0,-12.102,0.0431,0.942,0.0,0.105,0.166,75.991,143707.0,https://www.youtube.com/watch?v=CQoObtJ4K8s,True,data/500_mp3/mp3/14797.mp3
19146,Grupo Frontera,Mas Que Amigos - En Vivo,"En Vivo, Vol.1",0.651,0.423,7.0,-11.99,0.0494,0.057,0.0,0.186,0.782,143.894,187929.0,https://www.youtube.com/watch?v=Fcgyn-T-LLk,True,data/500_mp3/mp3/19146.mp3
15441,Vance Joy,Mess Is Mine,Dream Your Life Away (Special Edition),0.595,0.723,7.0,-8.256,0.0349,0.047,0.0286,0.0995,0.272,108.043,223640.0,https://www.youtube.com/watch?v=1C816p-KTNk,True,data/500_mp3/mp3/15441.mp3
2811,Pantera,Cowboys from Hell,Cowboys from Hell,0.415,0.908,2.0,-9.701,0.0765,0.00437,0.0345,0.082,0.437,114.816,243533.0,https://www.youtube.com/watch?v=i97OkCXwotE,True,data/500_mp3/mp3/2811.mp3
18759,NATTAN,Conduta - Ao Vivo,O Fantástico Mundo De Nattan (Ao Vivo),0.733,0.769,10.0,-4.294,0.0293,0.572,0.0,0.132,0.754,111.995,164676.0,https://www.youtube.com/watch?v=_j02gnLHdNo,True,data/500_mp3/mp3/18759.mp3
18373,Edgardo Nuñez,Billete Grande (En Vivo),Billete Grande (En Vivo),0.751,0.601,5.0,-5.912,0.0828,0.533,0.0,0.377,0.56,100.994,163940.0,https://www.youtube.com/watch?v=ao3SN7fkQQU,False,data/500_mp3/mp3/18373.mp3
6086,Savage Garden,Break Me Shake Me,Savage Garden,0.757,0.673,0.0,-6.823,0.0279,0.0172,0.000828,0.114,0.661,110.136,203133.0,https://www.youtube.com/watch?v=tJY6xGm_6f0,True,data/500_mp3/mp3/6086.mp3
16610,Marshmello,Wolves,Wolves,0.724,0.804,11.0,-4.614,0.0448,0.124,0.0,0.204,0.306,124.987,197993.0,https://www.youtube.com/watch?v=cH4E_t3m3xM,True,data/500_mp3/mp3/16610.mp3
2238,Banda El Recodo,La Mejor De Todas,La Mejor De Todas,0.593,0.577,0.0,-4.813,0.0294,0.454,0.0,0.119,0.902,144.007,207000.0,https://www.youtube.com/watch?v=If03cN1MPLc,False,data/500_mp3/mp3/2238.mp3
15259,Blueface,Disrespectful,Dirt Bag,0.945,0.535,9.0,-6.181,0.401,0.192,0.0,0.323,0.65,107.01,152400.0,https://www.youtube.com/watch?v=cSB7ByIvarE,True,data/500_mp3/mp3/15259.mp3
17282,TINI,Muñecas,Muñecas,0.681,0.711,10.0,-4.79,0.0846,0.0278,0.0,0.312,0.826,89.89,156319.0,https://www.youtube.com/watch?v=vuTPXmFXrak,True,data/500_mp3/mp3/17282.mp3
832,Vicente Fernández,Acá Entre Nos,Que De Raro Tiene,0.41,0.334,0.0,-6.662,0.0621,0.529,0.0,0.137,0.47,86.086,195373.0,https://www.youtube.com/watch?v=_9-oddWM_9k,True,data/500_mp3/mp3/832.mp3
18621,Eslabon Armado,La Curiosidad,Dañado,0.626,0.454,3.0,-8.767,0.0392,0.729,0.000442,0.159,0.36,123.351,216000.0,https://www.youtube.com/watch?v=F5a13sbMiOE,True,data/500_mp3/mp3/18621.mp3
4611,Motörhead,Killed by Death,No Remorse,0.387,0.942,2.0,-8.052,0.0442,0.00854,0.000437,0.491,0.251,134.558,279307.0,https://www.youtube.com/watch?v=LZ5fIKmn1ok,False,data/500_mp3/mp3/4611.mp3
5360,Leo Mattioli,Conmigo Te Gustó,En Directo - Piel Con Piel,0.317,0.904,6.0,-5.686,0.164,0.506,5.29e-05,0.551,0.648,173.041,97467.0,https://www.youtube.com/watch?v=cnqA0oU-6nY,True,data/500_mp3/mp3/5360.mp3
8849,Luciano,Drill LUV,Majestic,0.607,0.429,1.0,-9.397,0.193,0.104,0.00195,0.0767,0.312,76.987,175880.0,https://www.youtube.com/watch?v=Hazr3IcoHlQ,True,data/500_mp3/mp3/8849.mp3
18184,Maria Becerra,AUTOMÁTICO,LA NENA DE ARGENTINA,0.68,0.808,10.0,-3.854,0.224,0.0911,2.23e-06,0.205,0.868,176.131,175317.0,https://www.youtube.com/watch?v=H0Gk2wGNtIk,True,data/500_mp3/mp3/18184.mp3
15764,Sam Hunt,Start Nowhere,Start Nowhere,0.421,0.644,7.0,-3.904,0.0273,0.192,0.0,0.15,0.372,82.962,193400.0,https://www.youtube.com/watch?v=gZNm7f22syI,True,data/500_mp3/mp3/15764.mp3
13763,Alex G,Change,Trick,0.668,0.314,9.0,-14.966,0.0479,0.961,0.78,0.108,0.322,92.39,124333.0,https://www.youtube.com/watch?v=2Bos_ho0T7c,False,data/500_mp3/mp3/13763.mp3
11049,Jason Aldean,That's What Tequila Does,MACON,0.522,0.801,5.0,-5.424,0.1,0.224,0.0,0.301,0.491,155.928,189307.0,https://www.youtube.com/watch?v=LzHGIhEwShs,True,data/500_mp3/mp3/11049.mp3
8342,Los Prisioneros,Por Qué No Se Van,Coleccion Suprema,0.731,0.936,0.0,-5.009,0.0397,0.0121,0.00276,0.105,0.965,151.262,182880.0,https://www.youtube.com/watch?v=JfFPEdgjA0M,False,data/500_mp3/mp3/8342.mp3
10439,Guns N' Roses,Knockin' On Heaven's Door,Use Your Illusion II,0.496,0.739,6.0,-7.193,0.0415,0.0211,0.00444,0.106,0.378,132.41,336000.0,https://www.youtube.com/watch?v=gXVGZv9Ya6w,False,data/500_mp3/mp3/10439.mp3
18926,ENHYPEN,Future Perfect (Pass the MIC),MANIFESTO : DAY 1,0.658,0.9,9.0,-3.479,0.264,0.0364,0.0,0.0771,0.526,156.096,180750.0,https://www.youtube.com/watch?v=QMlNLo74mOw,True,data/500_mp3/mp3/18926.mp3
1295,Joan Sebastian,Diséñame,Un Lu*Jo,0.691,0.272,0.0,-8.141,0.0304,0.764,1.3e-06,0.117,0.608,93.899,186413.0,https://www.youtube.com/watch?v=e7_h4WNnlTU,True,data/500_mp3/mp3/1295.mp3
3573,Herbert von Karajan,"The Planets, Op. 32: 2. Venus, the Bringer of Peace",Holst: The Planets,0.0864,0.00922,5.0,-32.924,0.0396,0.943,0.531,0.106,0.0301,85.284,517000.0,https://www.youtube.com/watch?v=nK47lebKTXY,True,data/500_mp3/mp3/3573.mp3
18724,UZI,PAPARAZZI,PAPARAZZI,0.854,0.796,9.0,-5.871,0.216,0.464,1.21e-06,0.0684,0.382,109.995,164000.0,https://www.youtube.com/watch?v=zrcOsxFxqG0,False,data/500_mp3/mp3/18724.mp3
9852,Tony Dize,Mi Mayor Atraccion,"La Melodia de la Calle ""Updated""",0.849,0.785,7.0,-5.954,0.0659,0.218,0.0,0.0571,0.605,95.986,203573.0,https://www.youtube.com/watch?v=RXBgk-T39_o,False,data/500_mp3/mp3/9852.mp3
13172,Paloma Faith,Only Love Can Hurt Like This - Sped Up Version,Only Love Can Hurt Like This (Sped Up Version),0.668,0.982,9.0,-4.754,0.0911,0.152,0.00613,0.0784,0.691,127.504,165686.0,https://www.youtube.com/watch?v=fqqt8YVath4,True,data/500_mp3/mp3/13172.mp3
13193,Indila,Ainsi bas la vida,Mini World (Deluxe),0.776,0.641,8.0,-6.925,0.0981,0.0486,5.77e-06,0.0977,0.437,128.05,214760.0,https://www.youtube.com/watch?v=Ig8U7GLIrok,False,data/500_mp3/mp3/13193.mp3
15823,Charles Ans,Los No Tan Tristes,Los No Tan Tristes,0.603,0.508,2.0,-9.437,0.217,0.114,0.0,0.14,0.301,86.723,246001.0,https://www.youtube.com/watch?v=R6o8OKMSMhg,True,data/500_mp3/mp3/15823.mp3
7661,Nile Rodgers,AGUA,LEGENDADDY,0.834,0.68,5.0,-4.082,0.0421,0.0495,2.61e-05,0.0751,0.32,118.03,204520.0,https://www.youtube.com/watch?v=X_oXBZv506U,False,data/500_mp3/mp3/7661.mp3
6411,Tom Jones,She's A Lady,Tom Jones Sings She's A Lady,0.51,0.876,2.0,-9.101,0.161,0.212,0.0,0.248,0.624,119.702,174147.0,https://www.youtube.com/watch?v=3wXiVPxFJVE,True,data/500_mp3/mp3/6411.mp3
13176,Paloma Faith,Lullaby - Calvo Remix,Lullaby (Remixes),0.629,0.884,5.0,-4.984,0.0431,0.00232,3.77e-05,0.359,0.455,125.961,188333.0,https://www.youtube.com/watch?v=-sg28HgFXNo,True,data/500_mp3/mp3/13176.mp3
8884,Wisin,Vacaciones,Victory,0.777,0.911,6.0,-3.223,0.173,0.246,0.0,0.257,0.704,96.017,238813.0,https://www.youtube.com/watch?v=ULoXlXJOZOo,True,data/500_mp3/mp3/8884.mp3
12799,Set It Off,Lonely Dance,Midnight,0.458,0.864,11.0,-4.513,0.0596,0.00638,0.0,0.289,0.458,93.131,190360.0,https://www.youtube.com/watch?v=JWiSSVAiPvE,False,data/500_mp3/mp3/12799.mp3
1925,Ozzy Osbourne,No More Tears,No More Tears (Expanded Edition),0.346,0.749,6.0,-6.506,0.035,0.00167,8.86e-05,0.648,0.315,102.591,443240.0,https://www.youtube.com/watch?v=CprfjfN5PRs,False,data/500_mp3/mp3/1925.mp3
6896,Take That,Back for Good - Radio Mix,Nobody Else (Expanded Edition),0.601,0.504,5.0,-9.761,0.0284,0.31,0.0,0.137,0.564,78.986,242267.0,https://www.youtube.com/watch?v=N2ICtCO8TCw,True,data/500_mp3/mp3/6896.mp3
13847,Jacquees,You,4275 (Bonus Version),0.735,0.453,8.0,-8.264,0.0602,0.413,0.0,0.104,0.335,115.002,217387.0,https://www.youtube.com/watch?v=-PLCJqiKbjw,True,data/500_mp3/mp3/13847.mp3
1892,Bill Withers,Grandma's Hands,Just As I Am,0.731,0.312,4.0,-14.939,0.0878,0.593,1.69e-06,0.111,0.578,82.366,121080.0,https://www.youtube.com/watch?v=TdrChyGb574,True,data/500_mp3/mp3/1892.mp3
14523,Tom Rosenthal,Worries - 2021,Worries (2021),0.71,0.0573,9.0,-14.762,0.0415,0.99,0.0222,0.0769,0.542,138.129,130884.0,https://www.youtube.com/watch?v=-Cip1wTysbI,True,data/500_mp3/mp3/14523.mp3
